location,bhk,bathrooms,area_sqft,parking,furnishing,metro_distance_km,property_age,floor,total_floors,price
Pitampura,3,4,3687,0,Unfurnished,2.56,4,12,23,19780805
Dwarka,1,3,2954,2,Furnished,14.1,8,6,22,15059302
Janakpuri,3,3,3065,1,Furnished,7.89,19,11,13,15948273
Karol Bagh,2,4,2248,0,Unfurnished,8.44,11,14,22,11012130
Rohini,4,4,3581,2,Furnished,0.89,18,11,16,20752546
Vasant Kunj,1,3,3163,0,Unfurnished,7.89,1,4,5,28862719
Janakpuri,4,2,1544,1,Unfurnished,7.61,1,6,19,7521510
Vasant Kunj,2,2,3489,0,Unfurnished,13.5,8,3,17,29134279
Saket,3,4,1433,2,Unfurnished,6.55,18,17,32,7157416
Dwarka,3,3,2331,2,Unfurnished,7.37,15,3,3,10856515
South Extension,1,2,1055,1,Semi-Furnished,4.39,19,11,17,9523094
Dwarka,2,3,511,0,Unfurnished,4.72,13,15,25,2762131
Laxmi Nagar,4,3,2243,0,Unfurnished,8.64,17,10,28,10755904
Rohini,1,3,809,2,Semi-Furnished,8.33,0,8,24,3875798
Vasant Kunj,5,4,3128,0,Furnished,9.27,6,14,25,31417678
Gurugram,3,3,1647,2,Furnished,2.45,7,2,7,17389528
Rohini,5,1,1755,0,Unfurnished,6.37,12,19,35,8821117
Ghaziabad,5,4,3243,2,Semi-Furnished,10.75,2,9,22,17010850
Vasant Kunj,4,3,2557,2,Semi-Furnished,10.49,16,2,17,22486424
Rohini,2,4,2078,1,Semi-Furnished,14.91,11,10,25,10044380
Gurugram,3,1,3065,0,Furnished,14.94,9,18,30,28634455
Dwarka,3,3,1222,2,Unfurnished,8.29,9,9,25,5907777
Dwarka,1,3,583,2,Semi-Furnished,9.02,9,14,30,3373620
Dwarka,4,2,3367,2,Furnished,3.22,8,3,6,19595148
Ghaziabad,4,4,2149,0,Unfurnished,10.38,8,14,14,10355893
Laxmi Nagar,4,1,2781,1,Semi-Furnished,1.01,18,9,27,14372488
Ghaziabad,1,3,1561,1,Semi-Furnished,3.71,12,7,15,7820966
Janakpuri,1,2,1652,1,Unfurnished,14.11,12,8,16,7681739
Rohini,1,1,2064,0,Furnished,1.63,10,4,19,12359520
South Extension,4,2,2920,1,Unfurnished,10.28,8,1,3,24733354
Pitampura,1,3,2401,1,Unfurnished,3.13,12,1,15,12108469
Ghaziabad,4,3,3971,2,Unfurnished,3.23,14,15,33,19581043
Noida,1,2,3441,2,Furnished,3.17,11,18,27,20196885
South Extension,4,1,1644,2,Semi-Furnished,7.64,11,17,19,15652005
Gurugram,5,1,2292,1,Unfurnished,0.72,3,13,24,22161378
Pitampura,4,2,1579,2,Unfurnished,5.64,6,7,20,8315281
Pitampura,2,2,810,2,Unfurnished,9.5,19,19,36,3826739
Ghaziabad,3,1,3475,1,Furnished,5.69,10,19,36,19308716
Karol Bagh,3,3,2327,1,Furnished,3.27,3,12,15,13826985
Vasant Kunj,4,1,589,0,Furnished,12.72,7,5,18,5957589
Vasant Kunj,3,2,1789,1,Furnished,11.47,3,9,18,17503825
South Extension,5,2,3043,2,Unfurnished,12.58,6,12,24,25947298
Karol Bagh,1,4,3771,2,Semi-Furnished,12.71,2,5,17,18743525
Noida,5,4,2156,1,Unfurnished,1.11,17,8,19,10787124
Janakpuri,4,2,2844,1,Furnished,2.39,13,15,25,16661528
Gurugram,5,4,2959,0,Furnished,14.16,5,5,5,28587710
South Extension,2,3,2475,2,Unfurnished,10.8,10,11,13,20618657
Janakpuri,1,4,2344,0,Unfurnished,6.46,9,19,32,11430994
Dwarka,2,3,784,1,Furnished,13.64,13,1,16,3758550
Vasant Kunj,2,4,710,0,Unfurnished,1.54,5,2,17,6893674
Dwarka,3,4,3347,2,Semi-Furnished,0.55,18,8,25,18266896
Rohini,4,2,2658,0,Furnished,8.3,3,12,29,14892330
Dwarka,4,1,3419,2,Unfurnished,3.62,2,3,9,18056220
Karol Bagh,5,3,1257,1,Unfurnished,3.98,1,7,8,6608292
Pitampura,2,4,1795,0,Semi-Furnished,5.27,3,18,30,9865747
Rohini,4,2,1949,2,Furnished,9.06,12,1,7,10515413
Gurugram,5,4,1315,1,Unfurnished,13.33,10,2,8,10351849
Janakpuri,1,3,1537,1,Furnished,2.86,17,1,2,8573387
Saket,4,4,2197,2,Furnished,7.94,3,18,22,12955648
Rohini,5,3,1222,2,Furnished,9.06,1,15,22,6639889
Karol Bagh,4,3,2467,0,Furnished,1.27,16,14,27,14198214
Rohini,3,1,3606,1,Semi-Furnished,12.76,4,5,8,18005038
Noida,4,4,3081,2,Unfurnished,4.66,5,10,16,15890352
Karol Bagh,2,1,3369,0,Unfurnished,7.47,7,19,35,16776573
Janakpuri,4,4,3479,0,Furnished,4.6,6,1,9,20562712
Gurugram,4,4,3297,1,Semi-Furnished,8.84,2,15,19,31866274
Gurugram,3,3,952,2,Semi-Furnished,2.65,16,19,35,9333740
Noida,4,1,1742,0,Unfurnished,8.54,12,11,11,8211687
Gurugram,2,2,1280,0,Semi-Furnished,5.03,1,19,26,12900199
Vasant Kunj,1,3,3048,1,Furnished,4.67,8,5,19,32201014
Vasant Kunj,3,4,3610,2,Furnished,4.37,1,12,16,39491046
South Extension,3,1,3221,0,Furnished,4.52,19,8,19,32157862
Rohini,4,4,3005,2,Unfurnished,13.57,18,14,30,12779371
Rohini,3,2,2735,0,Unfurnished,14.1,2,2,10,12854882
Pitampura,5,4,2055,0,Semi-Furnished,9.04,6,5,8,11010860
Gurugram,4,3,3600,1,Unfurnished,2.55,19,15,34,31215690
Karol Bagh,4,1,3970,1,Furnished,12.37,19,19,30,19824577
Ghaziabad,4,3,3284,0,Unfurnished,11.5,2,19,28,15827893
Saket,3,3,3245,2,Unfurnished,9.38,18,14,21,15000647
Saket,2,1,3244,1,Furnished,5.44,2,2,5,19042628
Gurugram,3,1,3023,0,Unfurnished,3.4,12,7,11,27487752
Ghaziabad,4,1,3633,1,Semi-Furnished,6.6,18,4,14,18114548
Saket,5,4,3196,2,Furnished,9.39,12,5,19,17126289
Ghaziabad,2,3,3207,2,Furnished,3.19,9,10,20,19217808
Gurugram,5,1,3867,0,Unfurnished,4.24,16,6,23,33672705
Noida,4,3,850,0,Furnished,6.7,13,4,20,4232071
Laxmi Nagar,3,3,2489,1,Semi-Furnished,5.99,14,6,21,13003985
South Extension,3,4,3609,1,Unfurnished,4.62,0,8,14,34514972
Karol Bagh,3,4,2571,2,Semi-Furnished,13.86,6,6,23,12278436
Ghaziabad,3,3,2104,1,Unfurnished,3.38,8,8,18,10739284
Laxmi Nagar,2,2,1200,1,Unfurnished,5.03,14,12,20,5669779
Ghaziabad,5,3,2628,1,Furnished,10.28,16,11,21,13723165
Vasant Kunj,1,2,1041,1,Furnished,13.51,5,5,13,9665419
Vasant Kunj,2,4,3378,2,Furnished,7.89,14,15,23,32848145
Janakpuri,1,3,1159,0,Unfurnished,10.77,8,13,25,5092451
Vasant Kunj,4,4,2177,1,Furnished,8.02,4,12,14,22265532
Laxmi Nagar,2,1,948,1,Semi-Furnished,3.92,10,2,3,4740171
Janakpuri,4,3,3515,2,Semi-Furnished,6.86,15,16,25,17632771
Rohini,4,4,1767,2,Semi-Furnished,10.18,0,6,13,8945090
Gurugram,3,2,1545,0,Furnished,13.56,5,8,14,15005621
Laxmi Nagar,2,4,2043,2,Semi-Furnished,5.11,4,19,27,11572687
Saket,4,3,864,0,Unfurnished,4.33,4,2,20,4894872
Laxmi Nagar,5,3,3961,0,Unfurnished,13.18,5,16,19,18030954
Noida,4,3,840,1,Semi-Furnished,10.01,9,2,7,4175007
Dwarka,5,1,1177,2,Furnished,8.2,17,17,25,6333703
Janakpuri,2,4,2930,0,Unfurnished,7.14,4,16,24,14958607
Vasant Kunj,4,4,500,0,Semi-Furnished,2.84,19,13,20,4488603
Noida,3,3,2281,1,Furnished,12.12,10,8,27,12518725
Laxmi Nagar,1,3,607,1,Semi-Furnished,4.29,2,7,9,3166086
Janakpuri,5,2,2737,2,Unfurnished,6.51,18,13,30,12889745
Ghaziabad,2,3,1834,0,Semi-Furnished,6.04,11,19,25,9475748
Saket,1,2,2939,0,Semi-Furnished,4.01,0,15,29,16789447
Karol Bagh,4,2,1755,1,Furnished,6.47,16,7,12,9091806
Janakpuri,4,4,2043,1,Unfurnished,6.04,2,13,21,10194977
Vasant Kunj,1,2,3401,2,Unfurnished,10.37,11,4,7,28393939
Saket,4,3,1230,1,Unfurnished,11.56,6,6,25,5865553
Saket,1,1,2771,2,Furnished,2.52,10,16,33,16068510
Noida,1,2,1911,0,Semi-Furnished,2.34,13,1,14,9937513
Laxmi Nagar,5,2,2787,1,Unfurnished,12.16,5,9,9,13247970
Dwarka,1,4,3274,1,Semi-Furnished,6.93,4,9,27,17761831
Ghaziabad,3,2,3757,2,Unfurnished,11.15,16,1,2,17282234
Noida,3,2,2317,1,Furnished,13.36,12,8,16,11446861
Janakpuri,4,1,1365,0,Semi-Furnished,11.72,2,17,22,6859749
Ghaziabad,2,4,3421,2,Semi-Furnished,11.76,15,3,17,16101160
Janakpuri,3,2,2202,2,Furnished,4.07,19,7,20,12541922
Janakpuri,1,3,652,2,Semi-Furnished,9.44,16,1,1,2953009
South Extension,3,2,3227,2,Unfurnished,13.42,9,5,19,26874249
Ghaziabad,2,3,3785,1,Semi-Furnished,6.84,17,8,21,19030590
Dwarka,3,1,3507,1,Semi-Furnished,3.22,6,9,22,19800958
Ghaziabad,2,1,3134,1,Semi-Furnished,6.0,5,15,24,17073166
Rohini,2,1,2374,2,Unfurnished,7.39,18,10,28,11485364
Dwarka,3,3,529,2,Semi-Furnished,11.16,14,3,13,2873485
Noida,3,1,3344,2,Furnished,1.4,15,3,10,19563394
South Extension,5,1,2781,0,Unfurnished,4.71,16,14,19,23799164
Janakpuri,4,4,2185,1,Semi-Furnished,4.2,4,18,31,12509379
Dwarka,5,1,3490,0,Semi-Furnished,12.73,15,9,15,16839779
Pitampura,1,3,1838,1,Unfurnished,9.84,14,8,11,8961875
Pitampura,2,3,2356,0,Furnished,11.77,4,5,21,12511052
Laxmi Nagar,4,4,2626,2,Semi-Furnished,0.78,12,12,30,14794432
Vasant Kunj,3,2,2708,1,Semi-Furnished,10.17,12,4,8,24224188
Laxmi Nagar,1,1,726,2,Semi-Furnished,10.46,17,15,15,3861908
Noida,2,1,2025,2,Unfurnished,6.29,5,7,12,9869212
Dwarka,1,1,3598,0,Semi-Furnished,6.82,8,17,19,19271260
Dwarka,2,3,1347,2,Unfurnished,11.71,16,3,21,6040106
Laxmi Nagar,5,3,2225,1,Furnished,13.02,13,16,21,11178944
Laxmi Nagar,3,3,1709,1,Unfurnished,7.24,9,9,21,8290152
Noida,2,4,1784,2,Unfurnished,6.48,9,13,17,9190837
Saket,5,3,1131,0,Unfurnished,14.75,10,3,19,5419093
Ghaziabad,5,4,3493,2,Semi-Furnished,1.27,18,6,12,18367626
Laxmi Nagar,5,4,2451,1,Semi-Furnished,12.35,11,4,6,11722344
Vasant Kunj,3,3,3932,1,Furnished,8.79,8,10,27,39422130
Karol Bagh,4,1,812,2,Semi-Furnished,5.07,14,2,17,4228723
Pitampura,4,4,2191,0,Unfurnished,9.15,9,15,16,10123818
Pitampura,4,2,1597,1,Unfurnished,8.43,19,9,16,7398095
Laxmi Nagar,5,2,3211,2,Furnished,10.04,7,13,15,17938774
Gurugram,4,4,2997,2,Unfurnished,7.5,15,4,17,25886423
South Extension,3,2,2304,0,Unfurnished,10.35,16,11,29,19050582
Saket,4,1,638,2,Semi-Furnished,6.58,16,5,8,3495536
Pitampura,3,2,2395,2,Unfurnished,4.99,12,1,4,11872556
Dwarka,5,4,1720,0,Semi-Furnished,4.97,18,18,19,8770764
Laxmi Nagar,5,3,1192,1,Furnished,3.17,4,5,13,6662560
South Extension,2,3,2381,0,Unfurnished,11.92,11,6,25,19465830
Rohini,4,4,2757,0,Semi-Furnished,12.22,17,6,19,13024387
Janakpuri,1,2,3891,0,Unfurnished,0.63,18,18,21,19319912
Vasant Kunj,2,2,598,0,Furnished,2.78,13,2,20,6454271
Gurugram,5,3,3320,2,Furnished,6.51,17,19,38,32006795
Saket,1,3,2993,2,Unfurnished,12.05,16,5,8,12924990
Noida,1,1,2306,2,Semi-Furnished,11.69,3,2,14,11967763
Janakpuri,2,3,546,0,Furnished,14.53,4,13,26,3379442
Saket,2,4,2484,0,Unfurnished,9.67,16,4,10,11328143
Karol Bagh,4,2,1765,1,Furnished,6.47,0,6,14,10110066
Janakpuri,2,4,1323,1,Semi-Furnished,4.07,9,1,11,6750475
Janakpuri,3,3,503,2,Unfurnished,5.19,16,18,22,2023438
Janakpuri,1,2,1974,2,Semi-Furnished,10.95,7,8,9,10213089
Vasant Kunj,5,4,651,0,Semi-Furnished,4.46,17,7,24,5934436
Vasant Kunj,4,3,1594,0,Furnished,14.57,9,12,14,14600184
Rohini,5,1,3730,2,Semi-Furnished,8.2,2,15,23,19484357
South Extension,2,3,2054,0,Furnished,8.82,15,6,22,19571289
Ghaziabad,4,1,1935,1,Unfurnished,10.01,7,10,11,9212840
Rohini,4,3,3005,1,Furnished,14.04,5,16,34,15452131
Noida,5,3,1254,0,Unfurnished,9.17,14,8,11,5821757
Janakpuri,5,4,3235,1,Semi-Furnished,5.02,4,5,16,17472853
Vasant Kunj,5,2,2927,0,Semi-Furnished,5.93,13,9,12,27098661
Pitampura,3,4,3250,2,Semi-Furnished,6.34,5,15,17,17247156
Janakpuri,1,3,2313,1,Furnished,3.07,17,12,18,12972843
Laxmi Nagar,1,4,1969,0,Furnished,14.23,1,10,12,10644818
Vasant Kunj,2,3,2441,0,Unfurnished,4.23,13,6,14,22119492
Dwarka,4,1,2905,2,Unfurnished,6.59,0,8,19,14525186
Dwarka,3,2,3477,1,Furnished,4.98,6,16,24,20242700
Rohini,2,3,3413,2,Furnished,3.85,16,12,22,19373598
Noida,3,2,2525,1,Semi-Furnished,7.54,5,13,26,13452509
Saket,1,2,1138,0,Unfurnished,9.33,9,10,13,5543735
Vasant Kunj,4,2,3827,1,Furnished,10.84,9,9,18,36810935
Ghaziabad,4,2,1847,0,Furnished,3.37,13,12,24,10507579
Noida,5,3,1813,0,Furnished,6.09,9,17,26,9915138
Janakpuri,5,4,3308,1,Furnished,3.11,1,17,29,19728901
Laxmi Nagar,4,2,1312,0,Furnished,14.87,13,10,11,6195301
Dwarka,1,1,2761,1,Unfurnished,14.58,18,18,37,11977460
Karol Bagh,5,4,3321,2,Semi-Furnished,12.99,8,11,30,16532575
Ghaziabad,2,3,3265,2,Unfurnished,10.13,14,18,36,15321874
Rohini,3,1,872,1,Furnished,3.84,11,6,18,4620374
Rohini,1,2,1704,0,Furnished,11.59,0,4,10,9560479
Laxmi Nagar,4,1,2538,0,Semi-Furnished,11.97,16,12,26,11870079
Dwarka,1,2,2722,2,Unfurnished,11.24,10,18,27,12197338
Gurugram,2,1,2411,2,Unfurnished,1.37,10,16,18,21972981
Janakpuri,1,3,3666,0,Unfurnished,14.89,2,10,14,17115738
Karol Bagh,3,1,1151,1,Unfurnished,13.86,18,9,15,4550713
Saket,4,4,513,2,Semi-Furnished,5.65,2,2,6,2374129
Gurugram,3,2,2707,0,Furnished,14.03,7,10,16,25288598
Pitampura,3,1,2537,1,Furnished,5.86,13,15,28,14200865
Ghaziabad,2,2,612,2,Semi-Furnished,3.23,8,9,19,3710182
Karol Bagh,5,3,3143,1,Furnished,2.07,14,6,12,17655659
Karol Bagh,4,1,1486,2,Unfurnished,1.54,3,16,31,7980242
Gurugram,5,1,1975,1,Unfurnished,7.0,7,6,13,17069464
Gurugram,2,1,3158,1,Unfurnished,3.9,19,17,36,27380406
Ghaziabad,5,4,1664,0,Unfurnished,11.82,19,17,19,6824149
Pitampura,4,1,1310,2,Semi-Furnished,11.06,19,7,10,5977670
Saket,1,1,3864,0,Furnished,5.53,2,3,11,22614072
Ghaziabad,4,4,605,2,Unfurnished,2.23,5,7,13,3518930
Saket,4,1,1952,2,Furnished,4.14,17,7,16,10598493
South Extension,2,3,3664,2,Semi-Furnished,13.69,5,10,28,32418439
Gurugram,4,2,2807,1,Semi-Furnished,3.58,4,16,22,28515757
Vasant Kunj,5,2,1327,1,Semi-Furnished,5.98,19,5,7,12222935
Janakpuri,2,4,679,1,Semi-Furnished,14.89,15,6,11,3605055
Ghaziabad,3,3,3425,1,Furnished,1.02,16,16,33,19587960
Janakpuri,2,1,1569,1,Furnished,14.43,17,11,26,7389895
Janakpuri,4,3,2950,1,Furnished,1.79,17,19,36,17130752
Janakpuri,2,4,698,0,Furnished,2.91,2,15,18,4160307
Ghaziabad,2,1,764,2,Unfurnished,9.23,11,17,25,3112675
Noida,4,4,3406,1,Furnished,2.72,19,1,9,19063851
Vasant Kunj,5,2,535,0,Semi-Furnished,8.92,15,8,14,4832742
Ghaziabad,4,4,759,2,Semi-Furnished,1.69,2,7,12,4585715
Rohini,1,4,3510,1,Semi-Furnished,2.29,6,7,25,19329932
Noida,3,3,2494,2,Unfurnished,1.15,0,10,11,13889967
Vasant Kunj,1,1,2917,0,Furnished,8.07,10,17,30,28531863
Noida,2,4,2866,0,Unfurnished,10.65,7,15,22,13802409
South Extension,5,3,2523,0,Furnished,12.06,5,17,20,24809996
Karol Bagh,1,1,3567,1,Furnished,10.26,17,6,15,18690609
South Extension,2,2,2988,0,Furnished,8.81,1,3,18,30800214
Rohini,3,2,3056,1,Semi-Furnished,3.44,12,6,16,16449921
South Extension,3,3,1562,2,Furnished,12.58,8,16,26,14676238
Rohini,1,1,1657,2,Unfurnished,0.72,8,12,30,8592896
Rohini,3,3,1976,1,Unfurnished,8.01,14,10,26,8845944
Laxmi Nagar,3,3,1842,0,Furnished,6.56,10,2,3,10219341
Laxmi Nagar,2,4,3247,2,Furnished,12.15,3,16,29,17686416
Rohini,3,3,2896,0,Unfurnished,14.84,18,10,21,12173195
Karol Bagh,2,2,666,0,Semi-Furnished,11.62,8,18,26,2891164
Karol Bagh,2,4,2186,2,Unfurnished,8.56,12,16,28,10545713
Vasant Kunj,4,3,1360,1,Semi-Furnished,3.44,1,18,28,13551805
Rohini,1,2,1749,2,Furnished,8.22,19,2,7,9222389
Ghaziabad,4,2,1272,1,Semi-Furnished,10.1,19,14,28,5635209
Gurugram,4,2,1567,2,Semi-Furnished,11.08,2,15,29,14916569
Vasant Kunj,3,3,2758,0,Unfurnished,2.83,6,19,23,26208656
Saket,5,2,715,1,Semi-Furnished,14.98,7,11,11,3224874
Laxmi Nagar,1,2,727,1,Furnished,1.8,8,14,25,4300872
Ghaziabad,1,2,2200,2,Furnished,0.8,15,11,12,12338746
Karol Bagh,1,1,1525,2,Semi-Furnished,3.26,10,3,4,8478509
Vasant Kunj,3,2,675,1,Furnished,12.46,13,11,29,6044134
Ghaziabad,1,1,2016,0,Unfurnished,11.53,10,1,13,9256566
Karol Bagh,1,3,2899,0,Unfurnished,11.13,16,10,20,13064458
Ghaziabad,5,2,2081,0,Unfurnished,8.53,3,17,34,10564618
Gurugram,2,1,901,2,Unfurnished,14.28,0,5,7,7982828
Dwarka,3,2,1432,0,Semi-Furnished,3.03,13,12,24,7410142
South Extension,5,1,824,0,Furnished,4.29,3,7,23,9065745
Pitampura,5,4,3985,0,Semi-Furnished,2.72,9,11,19,22087720
Laxmi Nagar,2,1,3588,1,Semi-Furnished,4.85,4,16,31,19349788
Pitampura,4,3,2908,2,Unfurnished,2.04,15,4,6,14805437
Gurugram,5,3,599,1,Unfurnished,4.44,1,1,18,5905888
Gurugram,4,2,2789,1,Semi-Furnished,11.25,10,1,7,25294136
Laxmi Nagar,3,4,2668,1,Furnished,9.97,7,19,22,14659971
South Extension,2,2,3261,2,Unfurnished,7.13,7,10,16,29041962
Vasant Kunj,3,3,2716,1,Furnished,7.02,11,1,16,27605370
Karol Bagh,3,1,2105,0,Furnished,0.64,7,13,28,12468938
Ghaziabad,5,2,3596,0,Furnished,4.15,7,8,14,20907078
South Extension,1,3,3106,2,Semi-Furnished,4.63,5,10,21,30783792
Karol Bagh,1,4,2617,0,Unfurnished,6.2,12,3,17,13034494
Laxmi Nagar,5,1,1421,1,Unfurnished,11.79,5,18,20,7054974
Ghaziabad,1,4,2407,2,Unfurnished,8.97,10,8,8,11447881
Saket,4,4,789,0,Furnished,13.46,19,6,9,3699915
Janakpuri,3,2,682,2,Unfurnished,6.47,3,17,22,3302598
Vasant Kunj,4,1,610,0,Semi-Furnished,10.81,18,6,22,5258247
Saket,4,1,2229,0,Furnished,7.17,3,18,26,13008772
Rohini,5,2,2870,0,Unfurnished,5.36,12,14,19,13640064
Rohini,5,3,536,2,Semi-Furnished,4.24,11,14,27,3134704
Rohini,3,2,1309,1,Unfurnished,11.84,8,2,15,6081714
Saket,1,4,1223,0,Unfurnished,9.9,5,17,22,6254136
South Extension,1,3,2140,0,Furnished,11.9,14,8,22,20149690
Saket,4,2,3869,1,Furnished,2.61,3,10,29,23741338
Vasant Kunj,4,4,1681,1,Unfurnished,10.33,1,16,34,14686076
Vasant Kunj,4,1,543,2,Semi-Furnished,5.8,1,7,12,5456123
Rohini,3,4,3104,0,Unfurnished,2.96,6,18,25,16255899
Laxmi Nagar,2,2,3504,1,Furnished,4.1,2,18,22,21424668
Saket,1,4,1891,1,Semi-Furnished,5.92,15,14,33,9525415
Noida,5,2,2065,2,Unfurnished,1.6,19,7,11,10440542
Rohini,5,3,3532,0,Unfurnished,5.31,14,19,37,17324410
Janakpuri,1,4,3256,0,Unfurnished,3.46,9,6,16,16020015
Janakpuri,3,4,2081,2,Furnished,4.84,3,5,23,12474461
Saket,2,4,3671,2,Semi-Furnished,9.69,10,14,26,18061357
Ghaziabad,2,4,3471,1,Furnished,4.45,6,10,26,20666030
Gurugram,1,2,3962,2,Furnished,11.38,15,17,29,37376530
Noida,3,3,2375,2,Semi-Furnished,5.55,17,11,21,11624290
Rohini,3,2,1034,0,Semi-Furnished,7.36,3,5,15,5064199
Rohini,4,1,3297,1,Furnished,3.36,14,8,12,19228063
Noida,1,1,2211,2,Unfurnished,11.91,16,15,29,9720660
Vasant Kunj,5,2,507,1,Semi-Furnished,14.61,2,1,16,4551411
Saket,2,2,2449,2,Furnished,3.12,7,5,13,14542056
Janakpuri,1,3,3392,0,Semi-Furnished,12.02,6,9,26,17030012
Gurugram,2,2,1437,1,Furnished,4.75,8,9,18,15400128
Gurugram,3,2,938,1,Semi-Furnished,7.42,13,19,28,8684344
Gurugram,2,2,909,1,Unfurnished,2.47,18,8,13,8016335
Karol Bagh,1,1,533,1,Unfurnished,11.61,5,16,23,2521586
Pitampura,2,2,1829,0,Furnished,13.03,4,14,29,9651116
Janakpuri,3,2,1354,1,Unfurnished,10.03,14,12,14,6085400
South Extension,5,4,1721,1,Furnished,14.96,8,12,23,16065640
South Extension,1,1,3135,2,Furnished,1.87,1,16,16,35110073
South Extension,5,1,3346,1,Furnished,8.47,19,18,29,31267199
Gurugram,1,4,1006,2,Furnished,7.36,1,17,22,10402365
Gurugram,3,4,1946,2,Furnished,12.51,16,6,20,18220670
Vasant Kunj,1,2,2296,0,Semi-Furnished,1.12,11,10,13,23010947
Laxmi Nagar,2,4,2674,1,Unfurnished,10.6,4,13,16,13310288
Pitampura,2,3,1234,2,Furnished,11.63,11,10,19,6507545
Noida,2,1,2217,1,Furnished,10.76,5,14,21,11743440
Rohini,2,1,591,2,Unfurnished,9.24,11,11,23,2714125
Janakpuri,4,1,1513,0,Furnished,13.13,12,6,9,7409390
Pitampura,3,1,625,2,Semi-Furnished,12.73,16,2,2,3145463
Vasant Kunj,3,4,3396,1,Furnished,12.77,2,16,31,33578325
Saket,1,1,641,1,Semi-Furnished,2.87,15,17,28,3846277
Pitampura,1,1,529,0,Furnished,2.56,10,19,36,3572442
Pitampura,2,1,591,0,Furnished,9.24,12,16,28,3035378
Vasant Kunj,2,4,1453,0,Furnished,12.38,19,10,27,13213580
Janakpuri,5,1,3165,0,Furnished,10.88,15,4,22,16409759
Janakpuri,1,1,1147,1,Furnished,10.27,19,7,10,6056342
Vasant Kunj,5,3,882,1,Unfurnished,1.54,13,10,14,7874034
Karol Bagh,2,2,3632,2,Semi-Furnished,8.51,5,12,12,18820855
Gurugram,4,3,2300,2,Semi-Furnished,6.03,12,4,13,21782058
Dwarka,3,4,1424,0,Unfurnished,12.79,14,7,9,6764607
Rohini,3,4,1890,1,Furnished,9.98,0,7,8,10587112
Saket,1,4,3615,2,Semi-Furnished,0.58,5,17,24,20388436
Gurugram,1,3,2074,2,Unfurnished,13.46,9,15,21,16765209
Ghaziabad,1,4,3510,0,Semi-Furnished,11.67,12,8,13,17239906
South Extension,4,1,2398,1,Semi-Furnished,1.41,8,19,36,23774250
Gurugram,4,1,3134,1,Furnished,2.64,2,12,15,33979469
Vasant Kunj,2,4,2831,2,Furnished,5.84,13,12,13,28117320
Noida,2,1,3975,2,Unfurnished,6.73,9,1,1,19130183
Saket,1,3,3390,2,Unfurnished,13.93,0,1,6,15868574
Gurugram,2,3,801,2,Furnished,5.32,7,15,31,8124798
South Extension,5,3,1411,1,Semi-Furnished,11.5,15,19,27,11748110
Vasant Kunj,1,2,3630,1,Furnished,12.79,13,7,16,33310449
Karol Bagh,4,4,1007,1,Semi-Furnished,9.72,5,7,23,5025829
Laxmi Nagar,2,3,1647,0,Furnished,8.92,11,3,6,9167707
Laxmi Nagar,1,3,1823,1,Furnished,13.6,10,13,13,9878234
Saket,1,4,1077,1,Semi-Furnished,12.58,17,17,36,5518302
Vasant Kunj,3,2,3330,1,Furnished,3.69,3,1,8,35843305
Pitampura,2,3,3374,0,Furnished,7.93,15,10,16,18625169
Noida,4,4,1727,1,Furnished,11.05,19,15,29,8505966
Pitampura,3,1,2600,2,Furnished,5.9,18,17,25,14238293
Noida,5,3,3555,0,Semi-Furnished,7.02,10,16,32,18642436
Dwarka,3,4,3120,0,Semi-Furnished,3.72,0,18,31,17988840
Janakpuri,1,4,3964,1,Semi-Furnished,1.23,0,9,21,22800688
Pitampura,5,4,1219,2,Unfurnished,7.42,4,14,28,5745536
Rohini,3,1,1136,0,Semi-Furnished,6.21,5,11,28,5832049
Rohini,1,4,2350,1,Unfurnished,13.9,9,13,13,10145663
Karol Bagh,5,4,3757,1,Furnished,6.49,4,8,19,22129347
Rohini,1,1,2029,0,Unfurnished,8.09,7,13,14,10250414
Pitampura,3,2,2940,2,Semi-Furnished,9.87,7,5,11,15156472
Noida,4,1,3313,0,Semi-Furnished,3.96,6,11,26,18508188
Karol Bagh,1,4,3116,2,Unfurnished,10.98,6,10,22,14808595
Saket,2,4,1448,1,Unfurnished,4.28,14,14,17,7073461
Karol Bagh,5,1,1168,0,Furnished,7.51,19,13,21,6554649
Saket,4,3,1221,1,Unfurnished,1.17,16,7,23,5686608
Vasant Kunj,2,3,3468,1,Semi-Furnished,8.91,11,12,28,31859412
Ghaziabad,4,3,1779,0,Unfurnished,0.81,5,19,38,9751963
South Extension,4,1,2758,2,Unfurnished,14.18,1,4,9,22985706
Janakpuri,5,1,3038,0,Semi-Furnished,10.67,19,17,29,14748479
Noida,1,2,1005,1,Unfurnished,8.65,17,17,28,5041852
Laxmi Nagar,3,3,3310,1,Furnished,0.94,14,13,19,18911813
Ghaziabad,4,4,3403,2,Unfurnished,13.84,4,7,22,15654298
Dwarka,4,1,2372,2,Furnished,9.95,14,15,34,12506224
South Extension,5,3,918,2,Unfurnished,4.37,4,11,22,8728336
Karol Bagh,2,2,1239,2,Furnished,4.11,3,19,24,7405918
Dwarka,4,2,3519,1,Semi-Furnished,1.83,0,14,26,20057274
Janakpuri,1,1,3322,1,Semi-Furnished,8.58,13,1,6,17078636
Ghaziabad,5,2,3859,1,Unfurnished,4.81,16,14,20,18600198
